0.0739288,0.0780075,0.0448006,0.0569833,0.0552248,0.0629685,0.0855936,0.0487179,0.118376,0.116797,0.0771106,0.084582,0.0693163,0.0997523,0.0999774,0.130188,0.146845,0.137086,0.149116,0.141082,0.133737,0.115522,0.133981,0.152634,0.353286,0.362165,0.303374,0.344662,0.377023,0.400564,0.375388,0.353082,0.24827,0.259912,0.254781,0.28332,0.276287,0.288701,0.254439,0.246313
0.0498301,0.0643933,0.0374725,0.040493,0.0415699,0.037987,0.0656745,0.0418253,0.120348,0.10936,0.0755867,0.0746598,0.0706501,0.104892,0.108472,0.130067,0.161327,0.150213,0.165717,0.161453,0.157474,0.1415,0.155049,0.182338,0.347972,0.358264,0.302969,0.360682,0.361719,0.376275,0.358906,0.336284,0.257416,0.266857,0.247995,0.280607,0.285716,0.297532,0.258192,0.241368
0.0569027,0.0646793,0.0474293,0.0331645,0.0542775,0.0426697,0.0663901,0.0487597,0.0979576,0.10917,0.0732579,0.0732359,0.0671297,0.0949329,0.0946821,0.11961,0.176285,0.177571,0.189779,0.181123,0.156003,0.166077,0.174916,0.200752,0.337958,0.33968,0.323035,0.374781,0.373545,0.352524,0.351813,0.330907,0.273972,0.2619,0.249582,0.28228,0.287016,0.292724,0.259623,0.246196
0.0589843,0.058645,0.0648756,0.0329621,0.0621169,0.0463091,0.0589215,0.0492103,0.0950664,0.109445,0.075705,0.0755112,0.0658861,0.10031,0.0894509,0.103498,0.177026,0.185396,0.18575,0.173804,0.135137,0.16797,0.178327,0.187845,0.346346,0.347891,0.362956,0.384947,0.400769,0.359361,0.368596,0.357587,0.270493,0.249806,0.252067,0.291218,0.283899,0.26964,0.25252,0.251583
0.0530511,0.0543559,0.0702764,0.0358961,0.057434,0.0447026,0.0484972,0.0470319,0.103475,0.107424,0.0761876,0.0806623,0.0654047,0.102272,0.0944471,0.0904918,0.187699,0.183268,0.171093,0.157737,0.133301,0.176485,0.183508,0.175909,0.355036,0.3611,0.37865,0.389174,0.410577,0.368508,0.379702,0.383336,0.254907,0.247612,0.260195,0.298039,0.28519,0.256725,0.246544,0.256053
0.0506543,0.0508727,0.0653805,0.0343883,0.043998,0.0385478,0.0367747,0.0456865,0.105151,0.0986083,0.0754432,0.0771559,0.0596309,0.102599,0.0939025,0.0756297,0.207579,0.188528,0.168768,0.148803,0.171434,0.189056,0.199078,0.192677,0.358133,0.36843,0.387895,0.400389,0.395672,0.377544,0.391804,0.395859,0.242319,0.253469,0.26521,0.29774,0.28167,0.253763,0.242026,0.252742
0.0655534,0.0528112,0.0621896,0.0293445,0.0432942,0.0479301,0.0548676,0.0562067,0.0968839,0.106142,0.0797774,0.0655402,0.0540908,0.091526,0.0901844,0.0811298,0.205251,0.194722,0.172801,0.162176,0.19383,0.188536,0.188714,0.192039,0.350976,0.356313,0.387091,0.39534,0.383563,0.375125,0.384982,0.382127,0.239688,0.247661,0.253758,0.297013,0.276121,0.258678,0.242084,0.248109
0.0724588,0.0602157,0.0609774,0.031764,0.0463691,0.059313,0.0738852,0.0655875,0.0900476,0.107974,0.0803833,0.0629542,0.0522007,0.0849755,0.0828911,0.0896638,0.209483,0.208596,0.179102,0.171584,0.192204,0.186292,0.183715,0.192615,0.346653,0.342171,0.385174,0.3822,0.388444,0.370281,0.37844,0.367995,0.237929,0.236572,0.246907,0.297752,0.27296,0.259212,0.24071,0.241115
0.0731865,0.0710754,0.0567453,0.0340031,0.0511389,0.0659474,0.0873927,0.0711437,0.0783395,0.100316,0.0764859,0.0641006,0.0498482,0.0793549,0.0710993,0.0948744,0.213552,0.224071,0.192848,0.183528,0.18166,0.175344,0.185517,0.199683,0.345056,0.336282,0.370983,0.361832,0.392034,0.373801,0.365809,0.34864,0.249386,0.228475,0.259207,0.307587,0.284794,0.264329,0.25321,0.247608
0.0750765,0.0786836,0.0493595,0.0340566,0.0499562,0.0609387,0.0827977,0.0652562,0.0622127,0.0902925,0.0724398,0.0695954,0.0565457,0.0654212,0.0641054,0.0936172,0.19407,0.207938,0.197949,0.186717,0.160722,0.165477,0.180818,0.187407,0.357556,0.33961,0.346977,0.340072,0.358555,0.38206,0.357599,0.342239,0.278418,0.248801,0.29627,0.326839,0.333137,0.2849,0.28016,0.278245
